연번,식당명,도로명주소,지번주소,식당위도,식당경도,식당대표전화번호,영업신고증업태명,영업인허가명,식당상태
5102,동물원남문매점,"전북특별자치도 전주시 덕진구 소리로 68, 전주동물원 매점 39동 1층 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 73-48 전주동물원 ,35.85730281,127.1440793,,유원지,휴게음식점,운영중
5103,커피쿡전주본점,"전북특별자치도 전주시 덕진구 백제대로 686, 1층 104호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 1529-1 ,35.84381179,127.1443015,,커피숍,휴게음식점,운영중
5104,레드림,"전북특별자치도 전주시 덕진구 우아8길 4, 1층 일부호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 744-63 ,35.8505228,127.1565402,,기타 휴게음식점,휴게음식점,운영중
5105,빨강마차,"전북특별자치도 전주시 덕진구 붓내3길 42, 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 216-6 ,35.86645712,127.1261093,,기타 휴게음식점,휴게음식점,운영중
5106,오에스비,"전북특별자치도 전주시 덕진구 심방죽2길 14, 1층 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 575-9 ,35.83774858,127.152314,,기타 휴게음식점,휴게음식점,운영중
5107,장미휴게실,"전북특별자치도 전주시 덕진구 안덕원로 153, 1층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 236-165 모래내수약국 ,35.83307229,127.1448815,,기타 휴게음식점,휴게음식점,운영중
5108,소소떡볶이,"전북특별자치도 전주시 덕진구 만성북로 51-25, 스페이스온 지식산업센터 1층 1043호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1345-3 스페이스온 지식산업센터 ,35.84905387,127.082638,,기타 휴게음식점,휴게음식점,운영중
5109,빽다방전주만성북부점,"전북특별자치도 전주시 덕진구 만성북로 19, 1층 105호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1343-8 ,35.84977053,127.0773491,,커피숍,휴게음식점,운영중
5110,요거트아이스크림의정석반월동산점,"전북특별자치도 전주시 덕진구 쪽구름로 118, 1동 1층 106호 (반월동)",전북특별자치도 전주시 덕진구 반월동 422-21 ,35.87416767,127.0725153,,아이스크림,휴게음식점,운영중
5111,에이치에비뉴호텔덕진점신관,"전북특별자치도 전주시 덕진구 덕진연못3길 9-1, 1층 일부호 (덕진동2가)",전북특별자치도 전주시 덕진구 덕진동2가 189-23 ,35.84695665,127.1204447,,기타 휴게음식점,휴게음식점,운영중
5112,이마트24전주아중센터점,"전북특별자치도 전주시 덕진구 아중로 124-1, 제1동 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 926-6 ,35.82493902,127.163639,,편의점,휴게음식점,운영중
5113,이마트24전주금암대로점,"전북특별자치도 전주시 덕진구 조경단로 49, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 1557-16 ,35.83889004,127.137901,,편의점,휴게음식점,운영중
5114,꽈배기진금상점,"전북특별자치도 전주시 덕진구 전진로 36, 1층 일부호 (산정동)",전북특별자치도 전주시 덕진구 산정동 760-13 ,35.84146944,127.1728195,,기타 휴게음식점,휴게음식점,운영중
5115,샐러디전북대점,"전북특별자치도 전주시 덕진구 권삼득로 333, 1층 114호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 664-6 ,35.84492315,127.1258692,,기타 휴게음식점,휴게음식점,운영중
5116,메가엠지씨커피전주에코시티로터리점,"전북특별자치도 전주시 덕진구 세병남로 39, 청동빌딩 1층 105,106호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1326-11 청동빌딩 ,35.8732742,127.1277953,,커피숍,휴게음식점,운영중
5117,지에스25하가빌리지점,"전북특별자치도 전주시 덕진구 가리내3길 1, 1층 일부호 (덕진동2가)",전북특별자치도 전주시 덕진구 덕진동2가 660-5 ,35.84641265,127.1114174,,편의점,휴게음식점,운영중
5118,씨유전주호성센터점,"전북특별자치도 전주시 덕진구 호성3길 19, 102호 일부호 (호성동1가)",전북특별자치도 전주시 덕진구 호성동1가 828-14 진이비인후과 ,35.86036753,127.1504793,,편의점,휴게음식점,운영중
5119,배스킨라빈스전북대점,"전북특별자치도 전주시 덕진구 명륜4길 22, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 1312-29 ,35.84359977,127.1273228,,아이스크림,휴게음식점,운영중
5120,와우분식,"전북특별자치도 전주시 덕진구 견훤왕궁로 262, 1층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 1527-37 ,35.84152964,127.1453112,,기타 휴게음식점,휴게음식점,운영중
5121,지에스25전주농수산점,"전북특별자치도 전주시 덕진구 송천중앙로 233-20, 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 493 ,35.86801013,127.1190719,,편의점,휴게음식점,운영중
5122,요아정전주송천중앙점,"전북특별자치도 전주시 덕진구 두간로 30, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 823-4 ,35.86514308,127.1177195,,커피숍,휴게음식점,운영중
5123,투앤투,"전북특별자치도 전주시 덕진구 오공로 144, 1층 107호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1167-4 ,35.83485945,127.0710353,,커피숍,휴게음식점,운영중
5124,진조리카페335,"전북특별자치도 전주시 덕진구 진조리길 47, 1층 일부호 (전미동1가)",전북특별자치도 전주시 덕진구 전미동1가 335-9 ,35.8930233,127.1193492,,커피숍,휴게음식점,운영중
5125,빽다방전주만성중앙점,"전북특별자치도 전주시 덕진구 만성중앙로 17-10, SKY빌딩 1층 101호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1365-5 SKY빌딩 ,35.84479213,127.0745838,,커피숍,휴게음식점,운영중
5126,오월향일이일,"전북특별자치도 전주시 덕진구 아중로 121, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 913-1 ,35.82527734,127.1630378,,커피숍,휴게음식점,운영중
5127,마이리틀캐슬,"전북특별자치도 전주시 덕진구 화암2길 8, 2층 201호, 202호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1355-4 ,35.872378,127.1385135,,커피숍,휴게음식점,운영중
5128,카페샵,"전북특별자치도 전주시 덕진구 숲거리길 8, 1층, 2층 (전미동1가)",전북특별자치도 전주시 덕진구 전미동1가 305-11 ,35.89336644,127.1256148,,커피숍,휴게음식점,운영중
5129,에코차오름카페,"전북특별자치도 전주시 덕진구 세병로 31, 에코시티 복합커뮤니티센터 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1312 에코시티 복합커뮤니티센터 ,35.87535678,127.1303639,,커피숍,휴게음식점,운영중
5130,빽다방전주에코백석점,"전북특별자치도 전주시 덕진구 백석남로 131, 전주 에코시티 데시앙 15BL 상가 1층 106호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1519 전주 에코시티 데시앙 15BL 상가 ,35.87905321,127.1255393,,커피숍,휴게음식점,운영중
5131,한끼1인피자,"전북특별자치도 전주시 덕진구 건지2길 13-5, 1층 (금암동)",전북특별자치도 전주시 덕진구 금암동 1592-7 ,35.84431766,127.1406652,,기타 휴게음식점,휴게음식점,운영중
5132,레이지크해비탯,"전북특별자치도 전주시 덕진구 화암로 19, 1층 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1348-32 ,35.87304557,127.1398573,,커피숍,휴게음식점,운영중
5133,지에스25에코프리미엄점,"전북특별자치도 전주시 덕진구 세병로 93, 근린생활시설2동 1층 103호 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1309 ,35.87204434,127.1322161,,편의점,휴게음식점,운영중
5134,이마트24전주팔복점,"전북특별자치도 전주시 덕진구 팔복로 26, 3동 1층 일부호 (팔복동2가)",전북특별자치도 전주시 덕진구 팔복동2가 121-42 ,35.84851138,127.102737,,편의점,휴게음식점,운영중
5135,씨유진흥더블점,"전북특별자치도 전주시 덕진구 호성로 138, 진흥더블파크2단지아파트 1층 102호 일부호 (호성동1가)",전북특별자치도 전주시 덕진구 호성동1가 851 진흥더블파크2단지아파트 ,35.86434845,127.1475248,,편의점,휴게음식점,운영중
5136,쿠키굽는기린,전북특별자치도 전주시 덕진구 여산로 233 (고랑동),전북특별자치도 전주시 덕진구 고랑동 808-20 ,35.87330615,127.0835881,,기타 휴게음식점,휴게음식점,운영중
5137,달리는커피전주송천점,"전북특별자치도 전주시 덕진구 송천로 25, 삼정빌딩 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 348-2 삼정빌딩 ,35.85554276,127.1187557,,커피숍,휴게음식점,운영중
5138,버블망고전북대점,전북특별자치도 전주시 덕진구 명륜4길 1-1 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1262-25 ,35.84248225,127.1260952,,커피숍,휴게음식점,운영중
5139,대방분식,"전북특별자치도 전주시 덕진구 기지로 77, 1층 B-109호 (장동, 대방 디엠시티)",전북특별자치도 전주시 덕진구 장동 1111 대방 디엠시티 ,35.83880607,127.0592894,,기타 휴게음식점,휴게음식점,운영중
5140,숲이야기카페,"전북특별자치도 전주시 덕진구 콩쥐팥쥐로 1515, 국립한국농수산대학교 1층 (중동)",전북특별자치도 전주시 덕진구 중동 834 국립한국농수산대학교 ,35.83038799,127.068575,,기타 휴게음식점,휴게음식점,운영중
5141,요아정전주호성점,"전북특별자치도 전주시 덕진구 호성3길 20, 103호 (호성동1가)",전북특별자치도 전주시 덕진구 호성동1가 587-35 ,35.86075507,127.1504752,,기타 휴게음식점,휴게음식점,운영중
5142,요거트아이스크림의정석전주만성점,"전북특별자치도 전주시 덕진구 만성중앙로 49, 104호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1373-2 ,35.84298202,127.0771287,,기타 휴게음식점,휴게음식점,운영중
5143,노브랜드버거전북대점,"전북특별자치도 전주시 덕진구 명륜4길 17, 1층 101,102호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1261-4 ,35.84345896,127.1265494,063-241-7474,패스트푸드,휴게음식점,운영중
5144,일오삼만나붕어빵,"전북특별자치도 전주시 덕진구 혁신로 628, 1층 (여의동)",전북특별자치도 전주시 덕진구 여의동 1214-3 ,35.86826951,127.0720414,063-211-6200,기타 휴게음식점,휴게음식점,운영중
5145,링고스탠다드,"전북특별자치도 전주시 덕진구 기린대로 483-4, 1층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1275-15 ,35.84247091,127.1245345,,기타 휴게음식점,휴게음식점,운영중
5146,커피로드뷰에코시티점,"전북특별자치도 전주시 덕진구 세병로 35, B203호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1311 ,35.87439763,127.1298428,,커피숍,휴게음식점,운영중
5147,푸릇티,"전북특별자치도 전주시 덕진구 동부대로 1175, 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 404-2 ,35.86944707,127.1183695,,기타 휴게음식점,휴게음식점,운영중
5148,씨유송천제일점,"전북특별자치도 전주시 덕진구 솔내로 203, 송천주공복합상가 1층 106호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1271 송천주공복합상가 ,35.86838349,127.1270184,,기타 휴게음식점,휴게음식점,운영중
5149,지에스25전주동국해성점,"전북특별자치도 전주시 덕진구 진북로 17, 동국해성아파트상가 1층 104호 일부호 (진북동)",전북특별자치도 전주시 덕진구 진북동 1034-1 동국해성아파트상가 ,35.82590878,127.1338024,,편의점,휴게음식점,운영중
5150,린아쿠아카페,전북특별자치도 전주시 덕진구 한배미로 52 (우아동1가),전북특별자치도 전주시 덕진구 우아동1가 1102-6 ,35.82470709,127.170503,,기타 휴게음식점,휴게음식점,운영중
5151,반올림피자에코송천점,"전북특별자치도 전주시 덕진구 세병로 134, 108호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1345 ,35.87520443,127.1367443,,패스트푸드,휴게음식점,운영중
5152,라온커피,"전북특별자치도 전주시 덕진구 건산로 33-1, 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 199-32 ,35.83389551,127.1415079,,커피숍,휴게음식점,운영중
5153,구움향,"전북특별자치도 전주시 덕진구 만성로 122, 101호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1259-4 ,35.84215477,127.0762084,,커피숍,휴게음식점,운영중
5154,하나피씨방,전북특별자치도 전주시 덕진구 견훤로 299 (인후동1가),전북특별자치도 전주시 덕진구 인후동1가 767-2 ,35.83807989,127.1558526,,기타 휴게음식점,휴게음식점,운영중
5155,트란퀼룸,전북특별자치도 전주시 덕진구 우아7길 29 (우아동3가),전북특별자치도 전주시 덕진구 우아동3가 727-9 ,35.84937153,127.1530319,,기타 휴게음식점,휴게음식점,운영중
5156,싱긋,"전북특별자치도 전주시 덕진구 동가재미1길 24, 성동교회 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 856-1 성동교회 ,35.83239403,127.1638044,,기타 휴게음식점,휴게음식점,운영중
5157,메가엠지씨커피전주하가지구점,"전북특별자치도 전주시 덕진구 가련산로 11, 1층 101호 (덕진동2가)",전북특별자치도 전주시 덕진구 덕진동2가 693-2 ,35.84110293,127.1100597,,커피숍,휴게음식점,운영중
